score,sentence1,sentence2
0.6,romanian president ared victory,chinese president concludes state visit den
3.6,russian rally support orthodox church pussy riot controversy,russian orthodox church rally faithful criticism
1.4,clinton land india breathe life tie,clinton warns undermining grameen bank
4.2,mali interim leader take office,mali interim president sworn office
3.8,putin are victory russian presidential vote,putin win russia presidential election
1.6,al renews condthemnation syria violence,u close thembassy damascus due syria violence
3.4,eu slap sanction assad family,eu sanction assads wife mortar hit homs
1.8,air force instructor face sentencing rape,woman testify air force instructor sentencing
3.8,30 striking miner killed,30 striking miner killed south africa
2.6,iron dome intercept 17 rocket,iron dome intercept two rocket fired beersheba
4.5,mali islamist destroying timbuktu shrine,mali islamist destroy holy timbuktu site
1.8,china stock end higher pmi midday,chinese stock open higher thursday
0.0,scientist resurrect flower prehistoric seed,nintendo trim red ink lower forecast year
2.6,man convicted vatican leak case,butler tried vatileaks case
2.8,romney paul vie maine caucus win,romney narrow maine caucus win
3.8,sectarian clash rock lebanese city tripoli,sectarian clash rock lebanese city 3 killed
3.4,repsol blast argentina nationalization ypf,repsol blast argentina oil nationalization
1.4,several dead 550 injured argentina train crash,49 feared dead buenos aire train crash
4.0,aung san suu kyi address british mp,burma aung san suu kyi address parliament visit
4.0,sheriff man recovers stolen car 42 year later,u man recovers car 42 year theft
4.0,google ceo say android important critical,larry page say android important critical
3.6,iran may cut oil export eu state,iran mp say ready ban oil export eu state
0.8,factory fire kill least 260 pakistan,least six dead pakistan gunfight
0.0,australian among four plane missing indonesia,iranian painter mansoureh hosseini dy
3.8,romney vow restore promise america,romney promise restore america
0.6,santorums 3yearold dter hospitalized,kony 2012 director hospitalized
1.2,mandela released hospital,israeli president released hospital
3.8,jaya prada set join bjp,jaya prada likely join bjp asingh de
2.8,hezbollah nasrallah warns u antiislam film,hezbollah call antiislam film protest
3.2,nadal top djokovic 7th french open title,tennis nadal defeat djokovic monte carlo title
3.0,childcare cost rise nearly 6,childcare costing 15000 year
3.4,obama urge sive action europe debt crisis,obama urge europe act quickly crisis
1.0,beef burger mix recalled salmonella concern,choc powder recalled salmonella concern
4.2,obama romney prepare first debate,obama romney prepare debate
0.8,first significant gas found offshore kenya,raider kill 38 latest land clash kenya
2.2,red cross worker killed pakistan,kidnapped uk aid worker killed pakistan
3.4,8 rocket fired gaza southern israel none hurt,ten rocket gaza land southern israel none hurt
1.6,u soldier killed shooting incident afghanistan,five nato soldier killed afghanistan
0.8,poll close egyptian presidential election,press release ythemeni presidential election
1.2,police link savile claim,bbc face question pulling savile case
3.4,eurozone unthemployment stay record 11 percent,eurozone unthemployment hit record high
4.2,james murdoch quits bskyb,james murdoch quits role bskyb
4.8,iconic science fiction writer ray bradbury dy 91,science fiction legend ray bradbury dead 91
0.6,egypt presidential election may 2324,u presidential election 2012
3.4,four french soldier killed afghan suicide blast,four foreign soldier killed afghan east
4.0,un observer find trace syrian massacre,un team investigates syrian massacre
3.6,ap poll majority u prejudice black,ap poll majority harbor prejudice black
4.2,ap source redskin trade 2 pick,redskin trade 2 pick
4.0,china say defense budget rise 112 2012,china defence spending rise 112
0.0,string iraq blast kill least 32,strong italy quake kill least six
3.8,ecuador president correa say sion made assange asylum,ecuador yet de assanges asylum
3.8,u offer us10 mil pakistan militant,u offer 10 million pakistani militant chief
3.8,6 nato troop killed afghanistan ied attack,6 nato troop killed afghanistan
0.8,osama bin laden wife jailed,osama bin laden movie filmed india
4.0,egyptian vote land presidential election,egyptian go poll historic election
3.8,jetblue pilot disrupted flight ared insane guilty,jetblue pilot caused disruption flight guilty
2.2,tsunami warning need sa panic,tsunami warning aceh quake
4.8,u hand bagram prison afghan authority,u transfer bagram prison afghan control
2.0,jerthemy hunt distance adviser overstepped,jerthemy hunt cling spad quits news corp themails
0.4,obama praise uslatin america trade tie,obama secret service agent sent home
2.0,blitzbokke ousted fiji,blitzbokke beaten nz
0.4,obama romney focus swingstates,team anna yet de contesting state poll
0.2,grenade attack kill one injures least 11,sex attack woman investigated
1.4,score body found syria,eight body found ship
0.8,shooter charged murder u black teen,thought race relation black president
1.8,jonny bairstow eoin morgan shine england mumbai,bairstow hit ton india tour match
4.4,wind farm developer use camera trick make turbine look smaller really,wind farm developer using trick make turbine look smaller
2.4,u drone kill six militant pakistan official,u missile kill 15 pakistan official
2.6,nigeria nigerian troop swarm 40 killed student massacre,nigeria police make arrest college massacre
2.2,nerve calmed ets jump relief spanish bank bailout,focus shift greece spain secures bank bailout
1.4,heavy fighting reported syria aleppo,heavy fighting reported damascus
1.8,france say greece must show credibility eurozone,france hollande back greece urge credible reform
1.2,avenger set box office record,hunger game break u box office record
1.0,4 french soldier reported killed afghanistan,british soldier killed afghanistan
3.4,spanish bailout dilthemma get acute,spanish dilthemma get acute
0.6,nato soldier dy afghanistan,two aust soldier wounded afghanistan
2.4,chinese stock open lower wednesday,china stock open lower friday
1.0,palestinian leadership condthemn israeli fm call oust abbas,palestinian leadership back fatahhamas doha deal
4.8,mitt romney win land gop pri,romney win land republican pri
3.6,man find car ebay 42 year stolen,texas man find car 42 year stolen
3.4,sylvester stallones son found dead hollywood,sylvester stalloneâs son sage stallone found dead hol
2.8,nato 4 aid worker rescued afghan insurgent,5 aid worker freed operation afghanistan
1.8,russia jail pussy riot protest punk two year,russian court rule pussy riot trial
4.4,israel bar german writer grass visiting pothem,israel bar german author grass pothem
1.8,note mustreads st 1 2012,note must read wednesday 4 2012
2.4,nato u troop detained shooting afghan civilian,u say saddened shooting afghan civilian
1.6,hollande win french presidential election,east timor vote presidential election
1.8,military syria chthemical stock threaten israel,russia tell syria chthemical arm threat unacceptable
3.6,fitch upgrade ford investment grade,fitch restores ford credit investment grade
2.0,syria peace plan condition unacceptable opposition say,syria peace dashed deadline pass
2.4,clash greek protest cutback,clash erupt greek vote nears
2.4,9 dead 11 hurt 4 missing mont blanc avalanche,6 dead several missing mont blanc avalanche
4.6,taliban pose attractive woman facebook spying,taliban soldier posing pretty woman facebook get troop secret
1.2,china activist chen land u,chinese activist renews call fight injustice
3.2,city room thempire state building shooting,2 dead shooting outside thempire state building
4.4,mohamed morsi sworn eygptian president,mursi sworn egyptian president
1.0,attack nato base afghanistan kill 15,aid worker freed afghanistan raid
1.0,ythemen suicide blast drone attack kill least 30,spate iraq attack kill least six
3.0,torres moving olympic bid fails,torres finish 4th miss sixth olympics
2.8,pakistan begin dthemolition bin laden compound,pakistan dthemolishes osama bin laden hideout
3.6,sudan blame israel khartoum arm fire,sudan accuses israel airstrike arm factory
3.8,housesenate deal reached payroll tax measure,negotiator reach deal congress payroll tax cut bill
1.4,tropical storm isaac drenches haiti swipe cuba,tropical storm isaac threatens dam
2.2,foreign propalestinian activist seek enter west bank,100 propalestinians seek enter israel allenby
3.0,world stock rise hope eu u stimulus,stock rise hope fed stimulus
4.0,gore vidal dead 86 legendary author playwright politician dy,gore vidal celebrated author playwright dy 86
2.4,world stock fall greek debt deal deadline,asia stock fall ahead greek debt deal deadline
4.2,south africa police shot dead 30 miner,south africa police say killed 30 miner
2.4,isaac drenches haiti head toward cuba florida,isaac nears haiti homeless quake population
1.2,britain reach syria opposition,care syrian people
4.0,obama relaxes deportation rule young immigrant,u relaxes deportation rule young people napolitano
3.8,microsofts surface big bet future analyst,microsofts surface tablet promising question rthemain
3.6,whitey bulgers girlfriend get 8 year,mobster whitey bulgers girlfriend get 8 year
3.8,mauritanian president shot army unit,mauritanian president shot
4.6,man set fire breivik trial,man set self afire outside breivik trial
3.8,u drone strike kill 10 northwest pakistan,u drone pakistan kill 10 suspected militant
5.0,9000 u ne leave okinawa,9000 u ne move okinawa statthement
1.8,toy r u waif fee layaway program,wal lower fee holiday layaway program
3.0,iran expands nuclear enrichment activity iaea report,iran step sensitive nuclear work iaea
3.0,donna summer queen disco dy 63,donna summer queen disco
4.0,iraqi attack kill general four police,attack iraq kill general 4 others
2.6,least 80 dead northwest iran quake,180 dead 1300 injured northwest iran earthquake
5.0,brazil popstar priest get mammoth new stage,brazil popstar priest get mammoth new stage
0.6,washington 100 charged medicare fraud sweep,washington court upholds voting right act alabama case
4.2,putin claim victory russia presidential election,putin claim victory presidential vote
1.0,clinton ready fight obama,clinton tough act obama follow
4.4,romney announces paul ryan running mate,romney chooses ryan gop running mate
2.2,european ets rise greek bailout hope,european minister poised approve greek rescue
4.6,edward acquitted 1 count mistrial others,edward found guilty one count mistrial others
4.2,ukrainian weightlifter get fouryear doping ban,ukraine korobka get fouryear doping ban
3.0,gunman may filmed school massacre,killer may filmed france school shooting
1.6,hong kong stock close 028,hong kong stock open 062 pct higher
0.8,suicide bomber attack algerian security base,suicide bomber target nigerian church
1.0,thailand iranian planned attack israeli,malaysia extradite iranian attack israeli
1.2,israeli military court reject appeal palestinian hunger striker,israel reach deal palestinian hunger striker
1.6,avenger set box office record,hunger game set box office record
4.2,putin win russian presidential election,putin win russia presidential election
1.4,putin cast ballot russian vote,putin win russia presidential election
4.8,un chief find voice rthemains cautious china,insight un chief find voice rthemains cautious china
3.2,libyan begin handing weapon,libyan transfer weapon army
2.4,british archbishop canterbury change career cambridge,archbishop canterbury step amid rift
4.2,punjab mail derails near rohtak 19 injured,punjab mail derails near rohtak haryana 19 injured
4.0,george zimmerman charged killing trayvon,george zimmerman charged trayvon case official say
3.8,indian maoist rebel offer talk free italian hostage,india maoist rebel talk freeing italian
2.8,two reported dead shooting thempire state building ny,city room thempire state building shooting
1.0,five dead pakistan suicide blast,least 63 dead pakistan factory blaze
2.4,penn state football player react sanction,penn state football slammed ncaa sanction
0.5,israel must release try palestinian prolonged hunger strike,israeli minister want palestinian leader ouster
1.0,un report say side syria abuse right,nato leader play risk turkeysyria clash
3.2,girl accused burning koran go hiding,girl accused burning koran bailed
2.2,france warns syria chthemical weapon use,un concerned possible syria chthemical weapon
4.4,lifethreatening midwest storm feared,lifethreatening storm feared midwest
0.8,chicago teacher strike nears end framework agrethement place,general strike end histadrut treasury reach agrethement
1.4,indonesian president visit uk,indonesian president visit australia
4.4,storm delay start republican convention,storm lash florida delaying republican convention
0.8,least two nato killed afghanistan helicopter crash military,least 18 killed afghan bomb attack official
2.6,president mill must quit lecturer,president john evans attamills must resign npp germany
5.0,miami heat win nba final,miami heat clinch nba championship
4.2,japan close last nuclear reactor,japan switch last nuclear power plant weekend
1.2,ryanair new bid aer lingus,ryanair chief hail report finding
4.4,russian air force celebrates 100th anniversary,russian air force 100th anniversary
2.2,6 nato troop killed afghanistan,nato soldier killed afghanistan
1.6,super tuesday mitt romney,romney lead santorum gop super tuesday contest
2.4,putin sworn russian growth falter,putin sworn russia president 6 year
3.4,arqule daiichi stop lung cancer trial share tank,arqule stock plunge lung cancer study shelved
1.6,teenager father killed crash,three killed horror crash named
4.2,61magnitude quake strike indonesia,61magnitude quake hit papua indonesia usgs
4.2,2 american killed afghan unrest enters fifth day,two american officer murdered afghan unrest continues
0.6,official romney get secret service protection,obama address secret service scandal
1.0,japan pm call quicker tsunami waste processing,japan one year since quake tsunami disaster
1.4,syrian fighter pilot defect jordan,syrian pm defect jordan
1.2,syrian arab republic syrian arab republic syrian refugee 28 2012,syrian arab republic 70 killed syria ahead annan return
1.2,suicide bomber kill 16 afghanistan,suicide bomber kill 12 nigeria church
3.2,airline cancel flytilla activist ticket ta,uk airline cancel flytilla ticket israel objection
0.2,spain asks bank rescue,spaniard trial cuban dissident death
1.4,murky water south china sea,peace lie south china sea
0.6,sri lanka seek oneday revival pakistan,senior journalist killed pakistan
3.8,spacex dock international space station next public travel,spacex dragon dock international space station
4.0,million muppet h defend obama backing pb,million muppet h planned defend u backing pb
1.4,syrian opposition reconciliation talk,syrian opposition council establish envoy france
1.0,sensex 193 point budget blue,romney volunteer budget difference
3.6,facebook boost size ipo 25pc raise 15bn,facebook boost size ipo 25 percent
4.0,iran parliament question dismissive ahmadinejad,iran parliament question president ahmadinejad
1.6,ythemen suicide attack kill 7 soldier official,afghan suicide car bomb kill least seven official
0.8,presidential vote polaris egyptian,gop presidential hopeful clash southern race
1.8,three u soldier killed afghanistan,nato soldier killed afghanistan
0.4,police raise death toll bus accident 8,rodney king death ruled accidental
0.8,four foreign soldier killed afghan east,2 british soldier killed afghan insider attack
3.6,red cross worker killed pakistan,british red cross dr kidnapped pakistan found beheaded
3.8,afghan u govts sign deal controversial night raid,afghan u sign deal night raid
1.6,china mine accident kill 10,china truck accident kill 20
0.4,australia eclipse england windies,australian pm defiant pressure leadership
3.4,protest pussy riot verdict,pussy riot verdict greeted defiance
2.2,secret service see biggest scandal prostitute,secret service sex scandal regret
3.4,kuwait activist storm syrian thembassy two injured,activist storm syria thembassy kuwait
3.4,detail aung san suu kyis visit ireland,rapturous welcome aung san suu kyis historic trip
2.2,key say e visit lost opportunity,key want waitangi e visit stay
3.8,norway anniversary massacre,norway anniversary breiviks massacre
0.0,woman killed falling debris,ally ines
1.0,aust share 1 interest rate cut,rba delivers another rate cut
2.6,germany warns greece money without reform,euro zone greece rescue without reform
3.2,obama meet family shooting victim,obama meet batman gun victim
1.0,obama widens lead romney despite job data reutersipsos poll,romney take lead obama convention bounce reutersipsos poll
1.4,two killed 19 injured toronto shooting,two dead 7 injured finland shooting
3.4,pope butler saw aide arrested vatican leak,pope butler arrested scandal vatican leak
3.8,antiputin protester form human chain moscow,antiputin protester form human chain
2.6,washington act congress sell 98m,george washington copy u constitution sell 98m
4.4,lakers fire coach mike brown 14 start,lakers fire mike brown 14 start
3.4,canadian muslim issue fatwa honor killing,u canadian imam issue fatwa honour killing
3.6,un take syria resolution,un assthembly vote syria resolution
4.4,soldier cannot recall massacre,u soldier recall massacre
1.2,libya pm name new cabinet protest original,libyan assthembly reject new cabinet dismisses pm
3.8,4 foreign soldier killed afghan east,4 french soldier reported killed afghanistan
2.5,syrian force storm central town,syrian force bombard homs russia warns civil war
2.2,pak 20 dead antiislam film protest,25 injured antiislam film protest islamabad pakistan
1.8,cause whitney houston death could take week,investigator seek answer whitney houston death
3.6,n korea warns retaliation south korea drill,north warns retaliation seoul naval drill plan
1.4,tale two pass new york giant super bowl,lesser two evil triumph super bowl
3.6,one dead new israeli strike gaza,two killed new israeli strike gaza medic
1.0,germany likely press russia syrian crisis,russia thinking syria brief guide
3.6,four seriously injured m23 motorway crash,four injured motorway crash
2.0,un aid chief amos enters baba amr red crescent,syria besieged baba amr deserted red cross say
1.0,dozen killed nigerian riot,dozen killed kenyan clash
1.2,profile egypt main presidential candidate,second day egyptian presidential election
4.4,actor gazzara dead 81,actor ben gazzara dy 81
0.6,british gold rush silence gripe cost,2 british soldier killed afghan insider attack
4.6,avalanche buries least 100 pakistani soldier,avalanche buries 100 pakistani soldier
4.6,inflation fall 15month low analyst say,inflation fall 15month low
3.0,komen cut planned parenthood funding,susan g komen uturn planned parenthood funding cut
2.2,forex amp gold 25 st 2012,forex gold 19 2012
2.8,iran say un nuclear talk continue,iran say nuclear talk un constructive
4.2,agribusiness mad cow disease found california,usda confirms case mad cow disease california
3.6,bp sell gulf mexico asset 555 bil,bp sell gulf mexico asset plain 555 bn
3.6,300 potential jimmy savile victim police,uk 300 potential savile abuse victim themerge
4.6,armstrong step livestrong,armstrong standing livestrong
1.8,u drone strike kill 5 militant pakistan,u drone strike kill 16 suspected militant ythemen
1.0,syrian govt wont stop attack,syrian opposition report massacre
4.6,chinese stock close higher midday friday,chinese stock higher midday friday
3.2,myan opposition claim suu kyi win,voter myanhopeful suu kyis party claim win
1.0,obamas poll rating drop boost republican rival,obamas big hispanic win worry republican
1.2,two aust soldier wounded afghanistan,4 foreign soldier killed afghan east
1.0,new syria opposition chief want nostrings aid,syria opposition unites israel fire warning shot
0.8,south africa mine clash kill least 30,south africa train crash kill 26
2.6,syrian force bombard homs russia warns civil war,syrian force bombard homs lavrov arrives talk
4.2,egypt presidential election result delayed,egyptian election result delayed
1.6,deadline pass new iran sanction,eu move closer new iran sanction
0.8,arrested russian killer denies tie pussy riot,dozen arrested russian tv tower protest
2.8,norway mthemorial honour 77 massacre victim,norway anniversary massacre
3.8,u afghanistan general linked petraeus scandal,senior u general linked petraeus scandal
2.0,chinese stock fall rrr cut may 14,chinese stock gain midday monday
2.8,nkorea make significant nuclear reactor progress iaea,n korea vow expand nuclear deterrent
3.4,maldives president quits police mutiny protest,maldives president quits week protest
0.8,nato strike kill civilian afghanistan,two nato soldier killed afghanistan
1.4,alqaida say capture 70 ythemeni soldier abyans battle,al qaeda clash blast kill 35 soldier ythemen
3.4,navy jet crash u apartment pilot eject,u navy jet crash virginia apartment building
0.8,china stock open higher wednesday,u stock open higher despite gdp miss
0.0,idf deploy iron dome central israel,major snowstorm barrel central plain
3.0,4 killed u drone strike pakistan,u drone strike kill 3 pakistan
3.4,u teen held chicago jihad car bomb plot,chicago teen arrested chicago car bomb plot
0.2,pc david rathband twin brother fear bestest mate,david miliband brother return old labour
4.4,syrian force move retake aleppo,syrian regime bid retake city aleppo
0.0,20mthember parliamentary trade team leaf india,commerce secretary take leave absence
2.0,wall street open lower,wall street end mixed
0.8,europe share bounce china stimulus seen,oil price rise hope stimulus
4.4,stock index future point lower start,stock index future signal early loss
1.4,man charged mp hurt attack,man charged murder flat
0.0,nokia apologises faked ad,u waif rider pak aid
3.0,u drone strike kill 5 militant pakistan,drone strike kill four suspected militant pakistan
4.4,syria rebel leave besieged homs,syrian rebel retreat besieged homs district
4.0,u order nonessential staff leave sudan tunisia,u order nonessential staff leave tunisia sudan
4.6,egypt mubarak critical,egypt mubarak critical condition
3.3333333333333304,assad say mercenary behind syria unrest,assad accuses u fueling syrian uprising
0.0,japan pm dissolve lower house election,iran world power set nuclear talk
2.0,two killed new israeli strike gaza medic,5 die strike gaza militant barrage israel
3.2,navy jet crash virginia building injuring six,navy jet crash virginia apartments9 hurt
3.2,one nato soldier killed afghanistan,british soldier killed southern afghanistan
4.2,spain jobless rate hit new high,spain jobless claim hit new high
3.6,turkey scramble jet near border,turkey scramble jet syrian border
0.0,two die syria violence un monitor land,two year doping ban contador
1.0,civilian defector killed syria say ngo,syria gunman kill three syrian officer ngo
1.2,taiwan rattled strong earthquake,china rocked twin earthquake
2.8,bank england paul tucker tainted libor mess,bank england deputy denies ordering raterigging
4.4,red cross say negotiating halt fighting syria take aid,red cross negotiating syria ceasefire bring aid
0.8,syrian force shoot civilian bus,syrian force rebel clash near turkey
4.4,german parliament overwhelmingly back greek rescue deal,german parliament endorses greek bailout
3.4,bombing clash continue syria,bombing clash syria opposition seek arm
2.4,burma reform bring easing u sanction,burma activist say go slow easing sanction
0.2,usain bolt win 200m steven howard reaction,facebook mobile gain drive revenue growth reaction
0.4,dozen dead taliban resort attack,india police name 3 iranian thembassy attack
3.8,heavy fighting rock eastern syria ahead poll,heavy fighting rock eastern syria resident
2.8,china yuan weakens 63282 usd monday,china yuan retreat 62697 usd thursday
1.4,7 dead christian school shooting,5 wounded ohio school shooting
3.2,indonesia antiterror squad kill two suspected militant,indonesia police shoot dead suspected militant bali
4.0,u election mitt romney concedes defeat barack obama win second term,romney concedes election obama phone call
3.2,armenian vote parliamentary election,armenia parliamentary vote test president
1.6,sachin tendulkar sworn indian senator,mp sachin tendulkar say govt bungalow
3.6,navy jet crash apartment building,u navy jet crash virginia apartment building
1.5,romney win big puerto rico pri,romney win illinois pri
4.2,yahoo name google mayer ceo report,yahoo name google exec mayer ceo
2.0,u soldier accused afghan massacre hire prominent criminal lawyer,u soldier accused killing afghan civilian identified
1.6,60magnitude quake hit northern italy usgs,59magnitude quake hit sunda strait indonesia usgs
4.4,u govt officially designates haqqani network terrorist,u designates haqqani network terrorist
3.0,motor racing button fastest year first f1 practice,button boast best time first practice
4.8,ranger voted division three,ranger voted third division
4.2,newark mayor save neighbor fire,newark mayor rescue neighbor burning house
2.25,f1 protest bahrain,day rage bahrain
3.0,new york stock exchange reopen wednesday,dealbook stock exchange prepare open
2.6,homs mortar fire kill 105,homs offensive kill 200
2.0,hundred honor student killed ohio shooting,funeral set ohio shooting victim
3.0,bomb southern thailand kill 5 wound 50,bomb thailand kill 14 wound 340
0.2,u lawmaker take next step new iran sanction,somalia lawmaker vote new president
0.4,barack obama admits u nuclear weapon need,french gunman want die weapon hand
1.8,2 rocket hit eshkol region injury,10 rocket 20 minute eshkol regional council
0.6,betrayed disabled worker protest rthemploy closure,may day ed protest austerity cut
4.0,dr congo rebel kill park ranger,rebel kill two park ranger eastern congo
0.8,nine pakistani troop killed militant ambush,trade pakistan india agree take step ahead
3.2,74 dead egypt soccer violence,least 73 die egyptian soccer pitch invasion
0.2,unrest tense nigeria leaf least 95 dead,southwest china quake kill least 50
3.0,hurricane sandy make landfall southeastern jamaica nhc,hurricane sandy reach jamaica
1.5,rthemarks prime minister elkeib meeting,rthemarks foreign minister koichiro gthemba
1.2,barrick talk china firm african asset,obama aide hold talk china syria veto
3.0,mall attacker used le strategy,kenya attacker used le strategy
3.8,weak earnings drag stock lower,weak earnings drag stock lower wall street
3.2,68 quake strike solomon island,magnitude 63 quake strike solomon island usgs
4.6,liquid ammonia leak kill 15 shanghai,liquid ammonia leak kill least 15 shanghai
4.0,friend syria recognizes opposition coalition legitimate representative syrian people,u friend syria recognise opposition sole representative
3.0,weiner stay nyc mayor race amid new sexting scandal,weiner shrug latest online sex scandal
0.0,death toll rise russia plane crash,death toll rise 39 italy coach crash
2.8,indian medium commonwealth summit,indian pm snub commonwealth summit
5.0,syria military police chief defect opposition,syria military police chief defect rebel
4.6,boeing 787 dreamliner catch fire stock take beating,boeing stock tumble fire 787 dreamliner
2.6,yvette cooper back gay iage bill,white house back gay iage
3.8,five killed belgian coach crash,teenager among 5 dead belgian bus crash
3.4,gunman abduct seven foreign worker nigeria,seven foreign worker kidnapped nigeria
5.0,swiss tourist gangraped india,swiss tourist gang raped india say police
4.2,palestinian clash israeli force west bank jerusalthem,palestinian clash security force w bank
4.6,israel plane strike inside syria,israel launch airstrike syria
0.4,iranian vote presidential election,keita win mali presidential election
2.8,100 killed new darfur tribal clash,9 dead new darfur tribal clash
1.4,protest u drone strike pak postponed,6 killed u drone strike nw pakistan
3.2,12 killed bus accident pakistan,10 killed road accident nw pakistan
5.0,carney set high bar change boe,carney set high bar change bank england
2.4,8 arrested deadly bangladesh building collapse,four arrested bangladesh building toll rise 352
2.8,suicide bomber kill 3 u base afghanistan,suicide bomber attack u base afghanistan
0.6,afghan flock college even taliban loom,afghan district governor defect taliban
5.0,north korea postpones family reunion south,north korea postpones family union south korea
0.6,apple revenue miss iphone disappoints,u trade agency rule samsung ban iphone 4 import
3.4,gunman kill 10 foreign tourist northern pakistan,gunman kill 11 foreign climber pakistan
4.4,david beckham announces retirthement soccer,david beckham retires football
4.0,matt smith leave dr 4 year,matt smith quits bbcs dr
0.0,generation divided gay iage,g20 summit end divided syria
1.6,23 killed iraq car bombing,10 killed iraq bomb attack
5.0,man set fire national mall dy injury,man set ablaze national mall dy
1.4,taliban attack kill 17 civilian afghanistan,series attack kill 10 police afghanistan
1.6,egypt minister survives assassination attthempt,syrian prime minister survives assassination attthempt
4.6,exfirst lady barbara bush leaf texas hospital,former first lady barbara bush leaf hospital
4.0,schumacher coma ski accident,michael schumacher still coma fighting life following skiing accident
5.0,11 killed chinese police station attack,eleven killed china police station attack
4.0,bradley cooper jj abrams talk filming lance armstrong biopic,bradley cooper talk play lance armstrong biopic
3.8,boeing airliner crash russia 50 killed,boeing airliner crash russian city kazan 50 killed
4.4,eu minister determined resolve horsthemeat scandal,eu minister hold crisis talk horse meat scandal
4.8,thai opposition party boycott general election,thai opposition announces election boycott
2.6,bangladesh building collapse death toll hit 540 army,bangladesh building collapse death toll pass 1000
4.2,jagan reddy shifted hospital power crisis continues sethemandhra,telangana jagan spend thursday hospital blackout continues sethemandhra
2.6,central african republic president overthrown rebel,central african republic president pm stepping
5.0,brazil tied 22 england cana reopens,brazil held england 22 cana reopens
3.8,california wildfire 1900 line firefighter labor limit damage video,california wildfire grows official say fire crew making progress
3.0,george w bush warns bitter immigration debate,george w bush weighs immigration debate
3.4,mandela hospitalized responding treatment,mandela hospitalised stop talking
1.2,russia condthemns north korean nuclear test,south korea confirms north korea conducted controversial third nuclear test
4.4,hundred bangladesh clothes factory worker ill,hundred fall sick bangladesh factory
2.0,ythemen suicide bombing kill soldier,fthemale suicide bomber kill 16 russian station
2.8,18 trapped russian coal mine blast,ten killed russia coal mine blast
4.6,thai protester break army headquarters,thai protester storm army headquarters
4.4,israel conduct airstrike syria,israel launch new airstrike syria
2.2,police fire tear gas disperse protester tunis,police fire tear gas protester cairo
3.8,egypt main opposition reject president call dialogue,egypt opposition mull response morsi dialogue call
1.4,tokyo host 2020 olympic game,wrestling feature 2020 tokyo olympics
4.6,housing start 68 may,may housing start 68
5.0,gtcubas castro assumes celac presidency,cuba castro take celac presidency
0.2,69 magnitude earthquake hit new zealand,56 magnitude earthquake shake iran
3.0,dozen feared trapped india building collapse,rescuer race find 20 still trapped india building collapse
1.2,daily press briefing south sudan,daily press briefing syria
3.2,islamist attack north mali city suicide bombing,islamist attack malian troop gao
2.2,britain set deport abu qatada,britain loses bid deport radical cleric abu qatada
0.8,french parliament back reform law prostitution,russian parliament consider ban u adoption
2.6,shot explosion heard thai continue protest bangkok,gunshot explosion rock thai protest day ahead poll
1.6,israeli military focus northern border,egypt military take control muslim brotherhood supporter
1.0,north korea block kaesong access,north korea vow restart nuclear facility
0.4,manning sentenced 35 year prison,ariel castro sentenced 1000 year prison
3.4,u senate approves fiscal cliff deal,official deal reached fiscal cliff
5.0,zimmerman stopped speeding texas released warning,zimmerman pulled texas speeding given warning
1.4,iran rouhani warns talibanisation syria,russia china concerned israeli airstrikes syria
0.0,syria denies report deadly damascus nerve gas attack,u ally get help repel iranian computer attack
3.4,china stock close higher economic meeting,china stock close higher wednesday
3.4,russia unveils 30 billion oil link pacific,russia unveils 25bn oil link pacific
2.0,police kill gunman find 3 dead colo home,4 dead police standoff gunman barricaded u home
3.0,dolce gabbana convicted tax evasion,dolce gabbana fined italian tax case
3.8,72magnitude quake hit pakistan cenc,77magnitude earthquake hit sw pakistan
4.4,asteroid zip earth satellite,asteroid pass earth flyby
2.0,fight mali town reflects islamist tactic,eu train mali army fight northern islamist militant
0.0,two santa tracker competing christmas,spain turning back clock siesta
2.6,ship train syrian chthemical weapon transport,syria load chthemical weapon bomb awaiting assad order
2.2,2 killed 11 wounded attack iraq,15 killed 90 wounded fresh attack iraq
1.0,u trust syria hand chthemical weapon,u say syria may used sarin gas chthemical weapon
3.4,mexican singer jenni rivera believed killed plane crash,jenni rivera mexican music star dy plane crash
1.8,bangladesh court sentence first lawmaker death war crime,british pm push sri lanka war crime
4.0,mugabe ared winner disputed election,zimbabwe mugabe ared winner disputed vote
3.6,death toll climb 15 indonesia boat sinking,indonesia death toll rise 11 indonesia boat capsize
3.8,egyptian court ban muslim brotherhood,egypt court ban muslim brotherhood activity
4.2,rouhani lead iran presidential vote preliminary result,rouhani lead initial iran count
0.6,police attacked belfast flag protest,politician flag violence talk
1.0,skorea proposes final nkorea talk kaesong,north korea proposes highlevel talk u
1.8,india gangrape victim struggling odds,indian rape victim dy singapore hospital
2.8,gunman kill 9 foreign tourist 1 pakistani,gunman kill 11 foreign tourist pakistan
3.2,statthement spokesperson high representative catherine ashton latest spate attack iraq,statthement spokesperson eu high representative catherine ashton resumption execution iraq
3.0,egypt increase security promorsi protest,egypt bracing massive protest
2.0,yacimovich urge cabinet approve palestinian prisoner release,israel agrees free 104 palestinian prisoner
0.4,palestinian build another west bank tent protest,palestinian first ever un vote symbolic yet historic
3.6,bangladesh building collapse death toll hit 362,bangladesh buildingcollapse death toll climb 580
2.5,israeli envoy summoned settlthement plan,britain summons israeli envoy settlthements
5.0,2 dead 2 injured nevada middle school shooting,nevada 2 dead 2 hurt middle school shooting
